action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1684378,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCc2ccccc2C1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '20.47', 'le': '0.37', 'lle': '3.98', 'sei': '12.21'}",CHEMBL201869,,CHEMBL201869,8.10,0,http://www.openphacts.org/units/Nanomolar,428832,=,1,1,=,,IC50,nM,,8.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,8.0
,,1684379,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '21.17', 'le': '0.39', 'lle': '5.00', 'sei': '9.79'}",CHEMBL204825,,CHEMBL204825,7.40,0,http://www.openphacts.org/units/Nanomolar,428831,=,1,1,=,,IC50,nM,,40.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,40.0
,,1684380,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCN(C)C(=O)c1cccc(Cc2nnc(O)c3ccccc23)c1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '20.13', 'le': '0.37', 'lle': '4.78', 'sei': '10.55'}",CHEMBL202387,,CHEMBL202387,7.34,0,http://www.openphacts.org/units/Nanomolar,428830,=,1,1,=,,IC50,nM,,46.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,46.0
,,1684381,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '23.75', 'le': '0.43', 'lle': '5.04', 'sei': '9.75'}",CHEMBL381208,,CHEMBL381208,7.30,1,http://www.openphacts.org/units/Nanomolar,428829,=,1,1,=,,IC50,nM,,50.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,50.0
,,1684382,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1noc(C)c1S(=O)(=O)N1CCCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '15.19', 'le': '0.29', 'lle': '4.85', 'sei': '6.11'}",CHEMBL381543,,CHEMBL381543,7.92,0,http://www.openphacts.org/units/Nanomolar,428846,=,1,1,=,,IC50,nM,,12.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,12.0
,,1684383,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(S(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '14.21', 'le': '0.27', 'lle': '3.09', 'sei': '7.93'}",CHEMBL372778,,CHEMBL372778,8.22,0,http://www.openphacts.org/units/Nanomolar,428845,=,1,1,=,,IC50,nM,,6.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,6.0
,,1684384,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '14.19', 'le': '0.28', 'lle': '3.62', 'sei': '7.81'}",CHEMBL382744,,CHEMBL382744,8.10,0,http://www.openphacts.org/units/Nanomolar,428844,=,1,1,=,,IC50,nM,,8.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,8.0
,,1684385,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNC(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '17.46', 'le': '0.32', 'lle': '4.25', 'sei': '8.17'}",CHEMBL202294,,CHEMBL202294,7.80,0,http://www.openphacts.org/units/Nanomolar,428843,=,1,1,=,,IC50,nM,,16.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,16.0
,,1684386,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)CN(C)C(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '16.95', 'le': '0.31', 'lle': '3.77', 'sei': '9.29'}",CHEMBL201981,,CHEMBL201981,8.05,0,http://www.openphacts.org/units/Nanomolar,428842,=,1,1,=,,IC50,nM,,9.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,9.0
,,1684387,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCC(C(=O)N2CCCCC2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '17.06', 'le': '0.31', 'lle': '4.03', 'sei': '9.03'}",CHEMBL202262,,CHEMBL202262,7.82,0,http://www.openphacts.org/units/Nanomolar,428841,=,1,1,=,,IC50,nM,,15.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,15.0
,,1684388,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)CN(C(=O)C1CCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC1)CC2,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '13.76', 'le': '0.25', 'lle': '3.42', 'sei': '7.42'}",CHEMBL372989,,CHEMBL372989,7.80,0,http://www.openphacts.org/units/Nanomolar,428840,=,1,1,=,,IC50,nM,,16.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,16.0
,,1684389,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCc1cccs1)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '16.17', 'le': '0.31', 'lle': '3.90', 'sei': '8.49'}",CHEMBL202833,,CHEMBL202833,8.10,0,http://www.openphacts.org/units/Nanomolar,428839,=,1,1,=,,IC50,nM,,8.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,8.0
,,1684390,[],CHEMBL862536,Inhibitory activity against PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC1CCCC1)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,,,CHEMBL1138134,Bioorg Med Chem Lett,2006,"{'bei': '17.06', 'le': '0.31', 'lle': '3.98', 'sei': '8.20'}",CHEMBL381382,,CHEMBL381382,7.82,0,http://www.openphacts.org/units/Nanomolar,428838,=,1,1,=,,IC50,nM,,15.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,15.0
,,1686398,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)CCC3,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,,CHEMBL202426,,CHEMBL202426,,0,http://www.openphacts.org/units/Nanomolar,431807,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1686406,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCC1,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '27.65', 'le': '0.50', 'lle': '4.20', 'sei': '16.15'}",CHEMBL201931,,CHEMBL201931,7.25,0,http://www.openphacts.org/units/Nanomolar,431808,=,1,1,=,,IC50,nM,,56.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,56.0
,,1686407,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCC1,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '26.94', 'le': '0.48', 'lle': '4.75', 'sei': '12.01'}",CHEMBL204250,,CHEMBL204250,7.44,1,http://www.openphacts.org/units/Nanomolar,431828,=,1,1,=,,IC50,nM,,36.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,36.0
,,1686408,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=CN1Cc2c(c3c(c4[nH]c5ccccc5c24)CCC3)C1=O,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '19.02', 'le': '0.34', 'lle': '2.60', 'sei': '10.39'}",CHEMBL381153,,CHEMBL381153,5.52,0,http://www.openphacts.org/units/Nanomolar,431827,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,3000.0
,,1686409,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN1Cc2c(c3c(c4c2c2ccccc2n4C)CCC3)C1=O,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '17.22', 'le': '0.31', 'lle': '1.59', 'sei': '19.81'}",CHEMBL382430,,CHEMBL382430,5.00,0,http://www.openphacts.org/units/Nanomolar,431826,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1686410,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c2ccccc2c2c3c(c4c(c21)CCC4)C(=O)NC3,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '22.06', 'le': '0.40', 'lle': '3.04', 'sei': '17.92'}",CHEMBL204643,,CHEMBL204643,6.10,0,http://www.openphacts.org/units/Nanomolar,431825,=,1,1,=,,IC50,nM,,800.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,800.0
,,1686411,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCC(N)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '16.92', 'le': '0.31', 'lle': '4.97', 'sei': '5.63'}",CHEMBL378794,,CHEMBL378794,7.10,0,http://www.openphacts.org/units/Nanomolar,431824,=,1,1,=,,IC50,nM,,80.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,80.0
,,1686412,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '9.96', 'le': '0.19', 'lle': '0.91', 'sei': '4.10'}",CHEMBL205135,,CHEMBL205135,6.17,0,http://www.openphacts.org/units/Nanomolar,431823,=,1,1,=,,IC50,nM,,670.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,670.0
,,1686413,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCn1ccnn1)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '17.43', 'le': '0.32', 'lle': '4.91', 'sei': '6.67'}",CHEMBL381475,,CHEMBL381475,6.98,0,http://www.openphacts.org/units/Nanomolar,431822,=,1,1,=,,IC50,nM,,105.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,105.0
,,1686414,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCc1c[nH]cn1)C(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '16.43', 'le': '0.30', 'lle': '3.70', 'sei': '7.24'}",CHEMBL203884,,CHEMBL203884,6.79,0,http://www.openphacts.org/units/Nanomolar,431821,=,1,1,=,,IC50,nM,,161.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,161.0
,,1686415,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccn1)C(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '16.14', 'le': '0.29', 'lle': '2.91', 'sei': '8.48'}",CHEMBL202848,,CHEMBL202848,6.62,0,http://www.openphacts.org/units/Nanomolar,431820,=,1,1,=,,IC50,nM,,237.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,237.0
,,1686416,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccncc1)C(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '17.51', 'le': '0.32', 'lle': '3.47', 'sei': '9.20'}",CHEMBL203597,,CHEMBL203597,7.19,0,http://www.openphacts.org/units/Nanomolar,431819,=,1,1,=,,IC50,nM,,65.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,65.0
,,1686417,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c(c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c23)CCC1,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '18.86', 'le': '0.35', 'lle': '4.55', 'sei': '9.51'}",CHEMBL203982,,CHEMBL203982,7.08,0,http://www.openphacts.org/units/Nanomolar,431818,=,1,1,=,,IC50,nM,,83.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,83.0
,,1686418,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCN1CCOCC1)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '16.23', 'le': '0.30', 'lle': '4.67', 'sei': '7.85'}",CHEMBL204898,,CHEMBL204898,6.79,0,http://www.openphacts.org/units/Nanomolar,431817,=,1,1,=,,IC50,nM,,162.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,162.0
,,1686419,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCNC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '18.02', 'le': '0.33', 'lle': '4.44', 'sei': '8.78'}",CHEMBL204440,,CHEMBL204440,6.78,0,http://www.openphacts.org/units/Nanomolar,431816,=,1,1,=,,IC50,nM,,165.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,165.0
,,1686420,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '22.57', 'le': '0.41', 'lle': '4.39', 'sei': '10.15'}",CHEMBL381977,,CHEMBL381977,7.23,0,http://www.openphacts.org/units/Nanomolar,431815,=,1,1,=,,IC50,nM,,59.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,59.0
,,1686421,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '23.17', 'le': '0.42', 'lle': '4.35', 'sei': '8.63'}",CHEMBL204849,,CHEMBL204849,7.10,0,http://www.openphacts.org/units/Nanomolar,431814,=,1,1,=,,IC50,nM,,80.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,80.0
,,1686422,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '24.24', 'le': '0.44', 'lle': '3.34', 'sei': '14.92'}",CHEMBL201883,,CHEMBL201883,6.70,0,http://www.openphacts.org/units/Nanomolar,431813,=,1,1,=,,IC50,nM,,200.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,200.0
,,1686423,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '25.98', 'le': '0.47', 'lle': '5.06', 'sei': '10.67'}",CHEMBL204542,,CHEMBL204542,7.57,0,http://www.openphacts.org/units/Nanomolar,431812,=,1,1,=,,IC50,nM,,27.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,27.0
,,1686424,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '26.96', 'le': '0.48', 'lle': '4.82', 'sei': '11.28'}",CHEMBL383442,,CHEMBL383442,7.75,0,http://www.openphacts.org/units/Nanomolar,431811,=,1,1,=,,IC50,nM,,18.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,18.0
,,1686425,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c(c3[nH]c4ccc(Br)cc4c23)CCC1,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '22.05', 'le': '0.49', 'lle': '3.70', 'sei': '16.76'}",CHEMBL383716,,CHEMBL383716,7.52,0,http://www.openphacts.org/units/Nanomolar,431810,=,1,1,=,,IC50,nM,,30.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,30.0
,,1686426,[],CHEMBL860595,Inhibition of recombinant human PARP1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c1c1c(c3[nH]c4ccc(Cl)cc4c23)CCC1,,,CHEMBL1138164,Bioorg Med Chem Lett,2006,"{'bei': '23.32', 'le': '0.45', 'lle': '3.21', 'sei': '15.42'}",CHEMBL380488,,CHEMBL380488,6.92,0,http://www.openphacts.org/units/Nanomolar,431809,=,1,1,=,,IC50,nM,,120.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,120.0
,,2013525,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(CNC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)n5)cc4c23)CCC1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '14.11', 'le': '0.27', 'lle': '7.06', 'sei': '4.39'}",CHEMBL245559,,CHEMBL245559,7.77,0,http://www.openphacts.org/units/Nanomolar,668979,=,1,1,=,,IC50,nM,,17.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,17.0
,,2013526,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCC1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '26.94', 'le': '0.48', 'lle': '4.75', 'sei': '12.01'}",CHEMBL204250,,CHEMBL204250,7.44,1,http://www.openphacts.org/units/Nanomolar,668949,=,1,1,=,,IC50,nM,,36.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,36.0
,,2013529,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(-c6ccno6)n5)cc4c23)CCC1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '16.84', 'le': '0.32', 'lle': '2.71', 'sei': '7.12'}",CHEMBL245558,,CHEMBL245558,7.18,0,http://www.openphacts.org/units/Nanomolar,668978,=,1,1,=,,IC50,nM,,66.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,66.0
,,2013530,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C(=O)OCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '15.25', 'le': '0.29', 'lle': '2.31', 'sei': '7.14'}",CHEMBL245359,,CHEMBL245359,7.22,0,http://www.openphacts.org/units/Nanomolar,668977,=,1,1,=,,IC50,nM,,60.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,60.0
,,2013531,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)OC(=O)Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '15.92', 'le': '0.30', 'lle': '2.84', 'sei': '7.45'}",CHEMBL397399,,CHEMBL397399,7.54,0,http://www.openphacts.org/units/Nanomolar,668976,=,1,1,=,,IC50,nM,,29.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,29.0
,,2013532,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)S(=O)(=O)Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '15.55', 'le': '0.31', 'lle': '3.15', 'sei': '7.04'}",CHEMBL247580,,CHEMBL247580,7.68,0,http://www.openphacts.org/units/Nanomolar,668975,=,1,1,=,,IC50,nM,,21.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,21.0
,,2013533,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '16.43', 'le': '0.33', 'lle': '4.06', 'sei': '6.81'}",CHEMBL247578,,CHEMBL247578,7.42,0,http://www.openphacts.org/units/Nanomolar,668974,=,1,1,=,,IC50,nM,,38.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,38.0
,,2013534,[],CHEMBL901413,Inhibition of human recombinant PARP1 in U251MG cells by CometAssay,B,,,BAO_0000190,BAO_0000219,cell-based format,NC(CCCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1)C(=O)O.O=C(O)C(F)(F)F,,,CHEMBL1138399,Bioorg Med Chem Lett,2007,"{'bei': '16.14', 'le': '0.31', 'lle': '4.11', 'sei': '5.54'}",CHEMBL246565,,CHEMBL1182571,7.66,0,http://www.openphacts.org/units/Nanomolar,668973,=,1,1,=,,IC50,nM,,22.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,22.0
